row_id,N,p,q,r,s,h_pq,h_rq,h_ps,h_rs_square,h_rs_or_sqrt_factor,fourth_norm,defect,primitive,canonical_key,duplicate_of,x,y,yc,v3_x,v3_yc,mcc_live,A,B,C,D,delta,A_in_S,B_in_S,C_in_S,D_in_S,love_relation_ok,notes
372,687000,62964,336973,624036,350027,342805,709205,355645,False,5*sqrt(20477593201),5*sqrt(20477593201)/687000,20477593201,True,687000:62964:336973,208,5247/57250,336973/687000,-6527/687000,2,-1,True,336973/62964,350027/62964,3876/2093,624036/350027,687000/336973,True,True,True,False,True,THREE_DISTANCE_SEED
373,380856,139080,339815,241776,41041,367175,417049,145009,False,1*sqrt(60139997857),1*sqrt(60139997857)/380856,60139997857,True,380856:41041:139080,289,5795/15869,48545/54408,21341/54408,0,-1,True,3577/1464,41041/139080,3312/4655,241776/41041,54408/48545,True,True,True,False,True,THREE_DISTANCE_SEED
374,424060,135315,339864,288745,84196,365811,445961,159371,False,1*sqrt(90462641441),1*sqrt(90462641441)/424060,90462641441,True,424060:84196:135315,284,27063/84812,12138/15145,9131/30290,2,0,False,113288/45105,28/45,16985/19992,288745/84196,15145/12138,True,True,True,False,True,THREE_DISTANCE_SEED
375,844056,22496,350103,821560,493953,350825,893047,494465,False,1*sqrt(918950399809),1*sqrt(918950399809)/844056,918950399809,True,844056:22496:350103,127,148/5553,116701/281352,-23975/281352,-2,-1,True,350103/22496,493953/22496,17480/7449,821560/493953,281352/116701,True,True,True,False,True,THREE_DISTANCE_SEED
376,573221,411840,354900,161381,218321,543660,389869,466129,False,41*sqrt(43847642),41*sqrt(43847642)/573221,43847642,True,573221:161381:218321,,37440/52111,354900/573221,136579/1146442,2,0,False,455/528,218321/411840,161381/354900,161381/218321,573221/354900,True,True,True,False,True,THREE_DISTANCE_SEED
377,383268,31416,355355,351852,27913,356741,500077,42025,False,41*sqrt(74110033),41*sqrt(74110033)/383268,74110033,True,383268:27913:31416,150,2618/31939,355355/383268,163721/383268,0,-1,True,4615/408,27913/31416,351852/355355,351852/27913,383268/355355,True,True,True,False,True,THREE_DISTANCE_SEED
378,428400,328083,358556,100317,69844,486005,372325,335435,False,5*sqrt(597667393),5*sqrt(597667393)/428400,597667393,True,428400:69844:100317,370,919/1200,89639/107100,36089/107100,-1,-2,True,358556/328083,76/357,357/1276,100317/69844,107100/89639,True,True,True,False,True,THREE_DISTANCE_SEED
379,564540,509936,360315,54604,204225,624389,364429,549311,False,97*sqrt(4749649),97*sqrt(4749649)/564540,4749649,True,564540:54604:204225,,127484/141135,24021/37636,5203/37636,-1,0,True,2295/3248,29175/72848,3212/21195,54604/204225,37636/24021,True,True,True,False,True,THREE_DISTANCE_SEED
380,437320,9675,362748,427645,74572,362877,560773,75197,False,29*sqrt(224068049),29*sqrt(224068049)/437320,224068049,True,437320:9675:74572,89,1935/87464,90687/109330,18011/54665,2,0,False,2812/75,74572/9675,427645/362748,427645/74572,109330/90687,True,True,True,False,True,THREE_DISTANCE_SEED
381,458549,86580,364560,371969,93989,374700,520831,127789,False,1*sqrt(147194869082),1*sqrt(147194869082)/458549,147194869082,True,458549:86580:93989,236,6660/35273,52080/65507,38653/131014,2,0,False,6076/1443,93989/86580,11999/11760,371969/93989,65507/52080,True,True,True,False,True,THREE_DISTANCE_SEED
382,723217,711816,384480,11401,338737,809016,384649,788305,False,1*sqrt(114872737970),1*sqrt(114872737970)/723217,114872737970,True,723217:11401:338737,,711816/723217,384480/723217,45743/1446434,1,0,False,16020/29659,217/456,11401/384480,11401/338737,723217/384480,True,True,True,False,True,THREE_DISTANCE_SEED
383,657492,498355,386400,159137,271092,630605,417887,567317,False,1*sqrt(98815457233),1*sqrt(98815457233)/657492,98815457233,True,657492:159137:271092,,2665/3516,32200/54791,9609/109582,-1,1,True,77280/99671,6612/12155,6919/16800,159137/271092,54791/32200,True,True,True,False,True,THREE_DISTANCE_SEED
384,698960,594048,392535,104912,306425,712023,406313,668423,False,1*sqrt(104902808369),1*sqrt(104902808369)/698960,104902808369,True,698960:104912:306425,,37128/43685,78507/139792,8611/139792,1,0,False,10065/15232,2575/4992,104912/392535,104912/306425,139792/78507,True,True,True,False,True,THREE_DISTANCE_SEED
385,831537,741024,402280,90513,429257,843176,412337,856375,False,1*sqrt(192454175218),1*sqrt(192454175218)/831537,192454175218,True,831537:90513:402280,,82336/92393,402280/831537,-26977/1663074,0,-2,True,50285/92628,13847/23904,9/40,90513/429257,831537/402280,True,True,True,False,True,THREE_DISTANCE_SEED
386,420500,67896,404547,352604,15953,410205,536645,69745,False,1015*sqrt(120929),1015*sqrt(120929)/420500,120929,True,420500:15953:67896,219,16974/105125,404547/420500,194297/420500,2,0,False,143/24,15953/67896,352604/404547,50372/2279,420500/404547,True,True,True,False,True,THREE_DISTANCE_SEED
387,454140,11620,406617,442520,47523,406783,600967,48923,False,29*sqrt(235531969),29*sqrt(235531969)/454140,235531969,True,454140:11620:47523,98,581/22707,135539/151380,59849/151380,-3,-2,True,4899/140,6789/1660,19240/17679,442520/47523,151380/135539,True,True,True,False,True,THREE_DISTANCE_SEED
388,452016,259831,408408,192185,43608,484055,451367,263465,False,1*sqrt(38836731889),1*sqrt(38836731889)/452016,38836731889,True,452016:43608:192185,351,259831/452016,17017/18834,3800/9417,-2,-1,True,2856/1817,24/143,1615/3432,192185/43608,18834/17017,True,True,True,False,True,THREE_DISTANCE_SEED
389,731871,294448,409536,437423,322335,504400,599215,436577,False,1*sqrt(295238733154),1*sqrt(295238733154)/731871,295238733154,True,731871:294448:322335,360,42064/104553,45504/81319,9689/162638,-2,0,True,25596/18403,322335/294448,5537/5184,437423/322335,81319/45504,True,True,True,False,True,THREE_DISTANCE_SEED
390,573221,354900,411840,218321,161381,543660,466129,389869,False,41*sqrt(43847642),41*sqrt(43847642)/573221,43847642,True,573221:161381:218321,376,354900/573221,37440/52111,22769/104222,1,0,False,528/455,161381/354900,218321/411840,218321/161381,52111/37440,True,True,True,False,True,THREE_DISTANCE_SEED
391,663165,662256,413140,909,250025,780556,413141,707881,False,1*sqrt(62513326906),1*sqrt(62513326906)/663165,62513326906,True,663165:909:250025,,73584/73685,82628/132633,32623/265266,2,-2,True,14755/23652,3425/9072,909/413140,909/250025,132633/82628,True,True,True,False,True,THREE_DISTANCE_SEED
392,510899,296100,416640,214799,94259,511140,468751,310741,False,41*sqrt(32732522),41*sqrt(32732522)/510899,32732522,True,510899:94259:214799,362,296100/510899,416640/510899,322381/1021798,2,0,False,992/705,94259/296100,6929/13440,5239/2299,510899/416640,True,True,True,False,True,THREE_DISTANCE_SEED
393,643467,452640,442700,190827,200767,633140,482077,495167,False,7*sqrt(1565761882),7*sqrt(1565761882)/643467,1565761882,True,643467:190827:200767,,150880/214489,442700/643467,241933/1286934,0,-1,True,22135/22632,8729/19680,819/1900,27261/28681,643467/442700,True,True,True,False,True,THREE_DISTANCE_SEED
394,965181,578160,449972,387021,515209,732628,593515,774409,False,1*sqrt(415225568122),1*sqrt(415225568122)/965181,415225568122,True,965181:387021:449972,,192720/321727,449972/965181,-65237/1930362,1,-1,True,1541/1980,515209/578160,16827/19564,387021/515209,965181/449972,True,True,True,False,True,THREE_DISTANCE_SEED
395,907740,522192,449995,385548,457745,689333,592573,694417,False,697*sqrt(737281),697*sqrt(737281)/907740,737281,True,907740:385548:449995,,43516/75645,89999/181548,-775/181548,-2,-3,True,455/528,457745/522192,385548/449995,385548/457745,181548/89999,True,True,True,False,True,THREE_DISTANCE_SEED
396,504600,313313,452016,191287,52584,549985,490825,317695,False,145*sqrt(1871857),145*sqrt(1871857)/504600,1871857,True,504600:52584:191287,366,313313/504600,18834/21025,16643/42050,-1,0,True,452016/313313,24/143,191287/452016,191287/52584,21025/18834,True,True,True,False,True,THREE_DISTANCE_SEED
397,643467,442700,452640,200767,190827,633140,495167,482077,False,7*sqrt(1565761882),7*sqrt(1565761882)/643467,1565761882,True,643467:190827:200767,393,442700/643467,150880/214489,87271/428978,-1,0,True,22632/22135,819/1900,8729/19680,28681/27261,214489/150880,True,True,True,False,True,THREE_DISTANCE_SEED
398,466653,32436,454480,434217,12173,455636,628567,34645,False,7*sqrt(3850869082),7*sqrt(3850869082)/466653,3850869082,True,466653:12173:32436,152,10812/155551,454480/466653,442307/933306,1,-1,True,113620/8109,12173/32436,18879/19760,62031/1739,466653/454480,True,True,True,False,True,THREE_DISTANCE_SEED
399,700848,22345,457800,678503,243048,458345,818503,244073,False,1*sqrt(519438651313),1*sqrt(519438651313)/700848,519438651313,True,700848:22345:243048,126,22345/700848,19075/29202,2237/14601,-2,-1,True,840/41,5928/545,96929/65400,678503/243048,29202/19075,True,True,True,False,True,THREE_DISTANCE_SEED
400,580899,57792,471580,523107,109319,475108,704293,123655,False,1*sqrt(285591577210),1*sqrt(285591577210)/580899,285591577210,True,580899:57792:109319,200,19264/193633,471580/580899,362261/1161798,0,-1,True,117895/14448,15617/8256,30771/27740,523107/109319,580899/471580,True,True,True,False,True,THREE_DISTANCE_SEED
401,702636,528360,483395,174276,219241,716125,513851,572041,False,1*sqrt(78438740257),1*sqrt(78438740257)/702636,78438740257,True,702636:174276:219241,,44030/58553,43945/63876,12007/63876,0,-1,True,5687/6216,219241/528360,3708/10285,174276/219241,63876/43945,True,True,True,False,True,THREE_DISTANCE_SEED
402,647361,245960,491232,401401,156129,549368,634375,291329,False,1*sqrt(185499027442),1*sqrt(185499027442)/647361,185499027442,True,647361:156129:245960,344,1720/4527,163744/215787,111701/431574,-2,-1,True,1428/715,156129/245960,57343/70176,401401/156129,215787/163744,True,True,True,False,True,THREE_DISTANCE_SEED
403,820228,306516,492615,513712,327613,580191,711737,448645,False,53*sqrt(132157457),53*sqrt(132157457)/820228,132157457,True,820228:306516:327613,363,76629/205057,492615/820228,82501/820228,1,0,False,45/28,327613/306516,513712/492615,513712/327613,820228/492615,True,True,True,False,True,THREE_DISTANCE_SEED
404,657492,386400,498355,271092,159137,630605,567317,417887,False,1*sqrt(98815457233),1*sqrt(98815457233)/657492,98815457233,True,657492:159137:271092,383,32200/54791,2665/3516,907/3516,0,-1,True,99671/77280,6919/16800,6612/12155,271092/159137,3516/2665,True,True,True,False,True,THREE_DISTANCE_SEED
405,564540,360315,509936,204225,54604,624389,549311,364429,False,97*sqrt(4749649),97*sqrt(4749649)/564540,4749649,True,564540:54604:204225,379,24021/37636,127484/141135,113833/282270,2,-1,True,3248/2295,3212/21195,29175/72848,204225/54604,141135/127484,True,True,True,False,True,THREE_DISTANCE_SEED
406,543099,134288,514140,408811,28959,531388,656861,137375,False,1*sqrt(167965057402),1*sqrt(167965057402)/543099,167965057402,True,543099:28959:134288,282,134288/543099,171380/181033,161727/362066,-1,1,True,11685/3052,4137/19184,9971/12540,408811/28959,181033/171380,True,True,True,False,True,THREE_DISTANCE_SEED
407,628815,8160,520168,620655,108647,520232,809807,108953,False,7*sqrt(8102383666),7*sqrt(8102383666)/628815,8102383666,True,628815:8160:108647,80,544/41921,47288/57165,37411/114330,0,-1,True,65021/1020,6391/480,105/88,88665/15521,57165/47288,True,True,True,False,True,THREE_DISTANCE_SEED
408,907740,449995,522192,457745,385548,689333,694417,592573,False,697*sqrt(737281),697*sqrt(737281)/907740,737281,True,907740:385548:449995,395,89999/181548,43516/75645,11387/151290,-3,-2,True,528/455,385548/449995,457745/522192,457745/385548,75645/43516,True,True,True,False,True,THREE_DISTANCE_SEED
409,962340,576576,524875,385764,437465,779701,651389,723751,False,1*sqrt(340189489921),1*sqrt(340189489921)/962340,340189489921,True,962340:385764:437465,,48048/80195,104975/192468,8741/192468,1,-1,True,40375/44352,62495/82368,22692/30875,385764/437465,192468/104975,True,True,True,False,True,THREE_DISTANCE_SEED
410,892671,863040,526592,29631,366079,1011008,527425,937471,False,7*sqrt(2752894498),7*sqrt(2752894498)/892671,2752894498,True,892671:29631:366079,,287680/297557,526592/892671,160513/1785342,0,-1,True,8228/13485,11809/27840,1743/30976,4233/52297,892671/526592,True,True,True,False,True,THREE_DISTANCE_SEED
411,702636,483395,528360,219241,174276,716125,572041,513851,False,1*sqrt(78438740257),1*sqrt(78438740257)/702636,78438740257,True,702636:174276:219241,401,43945/63876,44030/58553,29507/117106,-1,0,True,6216/5687,3708/10285,219241/528360,219241/174276,58553/44030,True,True,True,False,True,THREE_DISTANCE_SEED
412,613832,246675,540540,367157,73292,594165,653443,257333,False,277*sqrt(1826897),277*sqrt(1826897)/613832,1826897,True,613832:73292:246675,345,246675/613832,135135/153458,29203/76729,1,0,False,252/115,73292/246675,52451/77220,367157/73292,153458/135135,True,True,True,False,True,THREE_DISTANCE_SEED
413,715128,100815,542080,614313,173048,551375,819287,200273,False,1*sqrt(407326072273),1*sqrt(407326072273)/715128,407326072273,True,715128:100815:173048,256,33605/238376,67760/89391,46129/178782,0,-1,True,9856/1833,173048/100815,87759/77440,614313/173048,89391/67760,True,True,True,False,True,THREE_DISTANCE_SEED
414,987377,67032,545376,920345,442001,549480,1069799,447055,False,241*sqrt(17947346),241*sqrt(17947346)/987377,17947346,True,987377:67032:442001,216,67032/987377,545376/987377,103375/1974754,2,0,False,1196/147,63143/9576,40015/23712,920345/442001,987377/545376,True,True,True,False,True,THREE_DISTANCE_SEED
415,969252,714340,554775,254912,414477,904465,610537,825877,False,259*sqrt(3529633),259*sqrt(3529633)/969252,3529633,True,969252:254912:414477,,178585/242313,184925/323084,23383/323084,-1,0,True,110955/142868,24381/42020,448/975,36416/59211,323084/184925,True,True,True,False,True,THREE_DISTANCE_SEED
416,962340,524875,576576,437465,385764,779701,723751,651389,False,1*sqrt(340189489921),1*sqrt(340189489921)/962340,340189489921,True,962340:385764:437465,409,104975/192468,48048/80195,15901/160390,-1,0,True,44352/40375,22692/30875,62495/82368,437465/385764,80195/48048,True,True,True,False,True,THREE_DISTANCE_SEED
417,965181,449972,578160,515209,387021,732628,774409,593515,False,1*sqrt(415225568122),1*sqrt(415225568122)/965181,415225568122,True,965181:387021:449972,394,449972/965181,192720/321727,63713/643454,-1,0,True,1980/1541,16827/19564,515209/578160,515209/387021,321727/192720,True,True,True,False,True,THREE_DISTANCE_SEED
418,733305,329120,593208,404185,140097,678392,717817,357697,False,1*sqrt(182992683634),1*sqrt(182992683634)/733305,182992683634,True,733305:140097:329120,371,65824/146661,197736/244435,151037/488870,-1,0,True,6741/3740,8241/19360,404185/593208,404185/140097,244435/197736,True,True,True,False,True,THREE_DISTANCE_SEED
419,698960,392535,594048,306425,104912,712023,668423,406313,False,1*sqrt(104902808369),1*sqrt(104902808369)/698960,104902808369,True,698960:104912:306425,384,78507/139792,37128/43685,30571/87370,2,0,False,15232/10065,104912/392535,2575/4992,306425/104912,43685/37128,True,True,True,False,True,THREE_DISTANCE_SEED
420,624264,10948,611475,613316,12789,611573,866059,16835,False,37*sqrt(274886833),37*sqrt(274886833)/624264,274886833,True,624264:10948:12789,95,2737/156066,203825/208088,99781/208088,-1,0,True,611475/10948,1827/1564,2332/2325,613316/12789,208088/203825,True,True,True,False,True,THREE_DISTANCE_SEED
421,804600,140244,642067,664356,162533,657205,923915,214675,False,35*sqrt(381866017),35*sqrt(381866017)/804600,381866017,True,804600:140244:162533,290,11687/67050,642067/804600,239767/804600,-2,-3,True,642067/140244,5243/4524,924/893,94908/23219,804600/642067,True,True,True,False,True,THREE_DISTANCE_SEED
422,663165,413140,662256,250025,909,780556,707881,413141,False,1*sqrt(62513326906),1*sqrt(62513326906)/663165,62513326906,True,663165:909:250025,391,82628/132633,73584/73685,73483/147370,-2,0,True,23652/14755,909/413140,3425/9072,250025/909,73685/73584,True,True,True,False,True,THREE_DISTANCE_SEED
423,819500,179172,679479,640328,140021,702705,933655,227395,False,5*sqrt(17185033121),5*sqrt(17185033121)/819500,17185033121,True,819500:140021:179172,314,44793/204875,679479/819500,269729/819500,4,0,False,2867/756,20003/25596,13624/14457,640328/140021,819500/679479,True,True,True,False,True,THREE_DISTANCE_SEED
424,731335,162624,693360,568711,37975,712176,896761,166999,False,1*sqrt(324874302146),1*sqrt(324874302146)/731335,324874302146,True,731335:37975:162624,304,14784/66485,138672/146267,131077/292534,1,0,False,14445/3388,5425/23232,568711/693360,568711/37975,146267/138672,True,True,True,False,True,THREE_DISTANCE_SEED
425,723217,384480,711816,338737,11401,809016,788305,384649,False,1*sqrt(114872737970),1*sqrt(114872737970)/723217,114872737970,True,723217:11401:338737,382,384480/723217,711816/723217,700415/1446434,3,0,False,29659/16020,11401/384480,217/456,338737/11401,723217/711816,True,True,True,False,True,THREE_DISTANCE_SEED
426,969252,554775,714340,414477,254912,904465,825877,610537,False,259*sqrt(3529633),259*sqrt(3529633)/969252,3529633,True,969252:254912:414477,415,184925/323084,178585/242313,114857/484626,0,-1,True,142868/110955,448/975,24381/42020,59211/36416,242313/178585,True,True,True,False,True,THREE_DISTANCE_SEED
427,766755,54096,724780,712659,41975,726796,1016459,68471,False,1*sqrt(509644750906),1*sqrt(509644750906)/766755,509644750906,True,766755:41975:54096,194,18032/255585,144956/153351,136561/306702,-1,-2,True,25885/1932,1825/2352,22989/23380,712659/41975,153351/144956,True,True,True,False,True,THREE_DISTANCE_SEED
428,946941,317408,727260,629533,219681,793508,961883,386015,False,5*sqrt(17782861594),5*sqrt(17782861594)/946941,17782861594,True,946941:219681:317408,367,317408/946941,242420/315647,169193/631294,-1,0,True,181815/79352,31383/45344,27371/31620,629533/219681,315647/242420,True,True,True,False,True,THREE_DISTANCE_SEED
429,831537,402280,741024,429257,90513,843176,856375,412337,False,1*sqrt(192454175218),1*sqrt(192454175218)/831537,192454175218,True,831537:90513:402280,385,402280/831537,82336/92393,72279/184786,-2,3,True,92628/50285,9/40,13847/23904,429257/90513,92393/82336,True,True,True,False,True,THREE_DISTANCE_SEED
430,859200,55803,826804,803397,32396,828685,1152845,64525,False,35*sqrt(527752033),35*sqrt(527752033)/859200,527752033,True,859200:32396:55803,198,18601/286400,206701/214800,99301/214800,0,-1,True,3956/267,364/627,803397/826804,114771/4628,214800/206701,True,True,True,False,True,THREE_DISTANCE_SEED
431,892671,526592,863040,366079,29631,1011008,937471,527425,False,7*sqrt(2752894498),7*sqrt(2752894498)/892671,2752894498,True,892671:29631:366079,410,526592/892671,287680/297557,277803/595114,-1,3,True,13485/8228,1743/30976,11809/27840,52297/4233,297557/287680,True,True,True,False,True,THREE_DISTANCE_SEED
432,977244,256872,963965,720372,13279,997603,1203397,257215,False,5*sqrt(20764486009),5*sqrt(20764486009)/977244,20764486009,True,977244:13279:256872,348,21406/81437,963965/977244,475343/977244,0,-1,True,6935/1848,1897/36696,720372/963965,720372/13279,977244/963965,True,True,True,False,True,THREE_DISTANCE_SEED
