row_id,N,p,q,r,s,h_pq,h_rq,h_ps,h_rs_square,h_rs_or_sqrt_factor,fourth_norm,defect,primitive,canonical_key,duplicate_of,x,y,yc,v3_x,v3_yc,mcc_live,A,B,C,D,delta,A_in_S,B_in_S,C_in_S,D_in_S,love_relation_ok,notes
93,81795,2560,16284,79235,65511,16484,80891,65561,False,1*sqrt(10569876346),1*sqrt(10569876346)/81795,10569876346,True,81795:2560:16284,35,512/16359,5428/27265,-16409/54530,-1,0,True,4071/640,65511/2560,3445/708,79235/65511,27265/5428,True,True,True,False,True,THREE_DISTANCE_SEED
94,26588,8856,16605,17732,9983,18819,24293,13345,False,17*sqrt(1432817),17*sqrt(1432817)/26588,1432817,True,26588:8856:9983,76,2214/6647,16605/26588,3311/26588,3,0,False,15/8,9983/8856,17732/16605,17732/9983,26588/16605,True,True,True,False,True,THREE_DISTANCE_SEED
95,63705,29920,16632,33785,47073,34232,37657,55777,False,1*sqrt(3357293554),1*sqrt(3357293554)/63705,3357293554,True,63705:16632:29920,,5984/12741,5544/21235,-10147/42470,-1,0,True,189/340,2769/1760,33785/16632,33785/47073,21235/5544,True,True,True,False,True,THREE_DISTANCE_SEED
96,21125,4416,17388,16709,3737,17940,24115,5785,False,65*sqrt(69386),65*sqrt(69386)/21125,69386,True,21125:3737:4416,47,4416/21125,17388/21125,13651/42250,1,0,False,63/16,3737/4416,2387/2484,16709/3737,21125/17388,True,True,True,False,True,THREE_DISTANCE_SEED
97,27189,17732,17424,9457,9765,24860,19825,20243,False,7*sqrt(3771226),7*sqrt(3771226)/27189,3771226,True,27189:9457:9765,,17732/27189,1936/3021,851/6042,-3,-1,True,396/403,315/572,9457/17424,1351/1395,3021/1936,True,True,True,False,True,THREE_DISTANCE_SEED
98,27189,17424,17732,9765,9457,24860,20243,19825,False,7*sqrt(3771226),7*sqrt(3771226)/27189,3771226,True,27189:9457:9765,97,1936/3021,17732/27189,8275/54378,-1,-3,True,403/396,9457/17424,315/572,1395/1351,27189/17732,True,True,True,False,True,THREE_DISTANCE_SEED
99,20415,11928,18400,8487,2015,21928,20263,12097,False,1*sqrt(76089394),1*sqrt(76089394)/20415,76089394,True,20415:2015:8487,85,3976/6805,3680/4083,3277/8166,0,-1,True,2300/1491,2015/11928,369/800,8487/2015,4083/3680,True,True,True,False,True,THREE_DISTANCE_SEED
100,39988,7245,19176,32743,20812,20499,37945,22037,False,1*sqrt(1505243393),1*sqrt(1505243393)/39988,1505243393,True,39988:7245:19176,64,7245/39988,4794/9997,-409/19994,2,0,False,6392/2415,20812/7245,32743/19176,32743/20812,9997/4794,True,True,True,False,True,THREE_DISTANCE_SEED
101,20625,1704,20128,18921,497,20200,27625,1775,False,175*sqrt(11698),175*sqrt(11698)/20625,11698,True,20625:497:1704,32,568/6875,20128/20625,19631/41250,0,-1,True,2516/213,7/24,1113/1184,2703/71,20625/20128,True,True,True,False,True,THREE_DISTANCE_SEED
102,23069,4560,21420,18509,1649,21900,28309,4849,False,1*sqrt(345302282),1*sqrt(345302282)/23069,345302282,True,23069:1649:4560,48,4560/23069,1260/1357,1163/2714,1,0,False,357/76,1649/4560,18509/21420,18509/1649,1357/1260,True,True,True,False,True,THREE_DISTANCE_SEED
103,31955,7956,21840,23999,10115,23244,32449,12869,False,1*sqrt(678265226),1*sqrt(678265226)/31955,678265226,True,31955:7956:10115,69,7956/31955,624/913,335/1826,2,0,False,140/51,595/468,23999/21840,23999/10115,913/624,True,True,True,False,True,THREE_DISTANCE_SEED
104,60401,12480,23400,47921,37001,26520,53329,39049,False,17*sqrt(12683378),17*sqrt(12683378)/60401,12683378,True,60401:12480:23400,86,12480/60401,23400/60401,-13601/120802,1,0,False,15/8,37001/12480,47921/23400,47921/37001,60401/23400,True,True,True,False,True,THREE_DISTANCE_SEED
105,67811,24180,23760,43631,44051,33900,49681,50251,False,7*sqrt(78452138),7*sqrt(78452138)/67811,78452138,True,67811:23760:24180,,24180/67811,23760/67811,-20291/135622,1,0,False,396/403,1421/780,43631/23760,6233/6293,67811/23760,True,True,True,False,True,THREE_DISTANCE_SEED
106,67811,23760,24180,44051,43631,33900,50251,49681,False,7*sqrt(78452138),7*sqrt(78452138)/67811,78452138,True,67811:23760:24180,105,23760/67811,24180/67811,-19451/135622,3,0,False,403/396,43631/23760,1421/780,6293/6233,67811/24180,True,True,True,False,True,THREE_DISTANCE_SEED
107,28168,9009,24288,19159,3880,25905,30935,9809,False,1*sqrt(382121681),1*sqrt(382121681)/28168,382121681,True,28168:3880:9009,77,1287/4024,3036/3521,2551/7042,2,0,False,736/273,3880/9009,833/1056,19159/3880,3521/3036,True,True,True,False,True,THREE_DISTANCE_SEED
108,26180,3285,24528,22895,1652,24747,33553,3677,False,1*sqrt(526910129),1*sqrt(526910129)/26180,526910129,True,26180:1652:3285,41,657/5236,876/935,817/1870,2,0,False,112/15,1652/3285,22895/24528,22895/1652,935/876,True,True,True,False,True,THREE_DISTANCE_SEED
109,87419,44880,24948,42539,62471,51348,49315,76921,False,1*sqrt(5712192362),1*sqrt(5712192362)/87419,5712192362,True,87419:24948:42539,,44880/87419,24948/87419,-37523/174838,1,0,False,189/340,62471/44880,6077/3564,42539/62471,87419/24948,True,True,True,False,True,THREE_DISTANCE_SEED
110,40680,33488,25575,7192,15105,42137,26567,36737,False,1*sqrt(279885889),1*sqrt(279885889)/40680,279885889,True,40680:7192:15105,,4186/5085,1705/2712,349/2712,-2,-1,True,25575/33488,15105/33488,232/825,7192/15105,2712/1705,True,True,True,False,True,THREE_DISTANCE_SEED
111,30303,15640,26784,14663,3519,31016,30535,16031,False,1*sqrt(227386930),1*sqrt(227386930)/30303,227386930,True,30303:3519:14663,92,15640/30303,2976/3367,2585/6734,-2,0,True,3348/1955,9/40,473/864,14663/3519,3367/2976,True,True,True,False,True,THREE_DISTANCE_SEED
112,34500,10153,26796,24347,7704,28655,36205,12745,False,5*sqrt(26085121),5*sqrt(26085121)/34500,26085121,True,34500:7704:10153,80,10153/34500,2233/2875,1591/5750,-1,0,True,2436/923,7704/10153,24347/26796,24347/7704,2875/2233,True,True,True,False,True,THREE_DISTANCE_SEED
113,63705,16632,29920,47073,33785,34232,55777,37657,False,1*sqrt(3357293554),1*sqrt(3357293554)/63705,3357293554,True,63705:16632:29920,95,5544/21235,5984/12741,-773/25482,2,-1,True,340/189,33785/16632,2769/1760,47073/33785,12741/5984,True,True,True,False,True,THREE_DISTANCE_SEED
114,45976,37191,30888,8785,15088,48345,32113,40135,False,1*sqrt(304823969),1*sqrt(304823969)/45976,304823969,True,45976:8785:15088,,5313/6568,3861/5747,1975/11494,1,0,False,936/1127,656/1617,8785/30888,8785/15088,5747/3861,True,True,True,False,True,THREE_DISTANCE_SEED
115,75213,67744,32508,7469,42705,75140,33355,80081,False,1*sqrt(1879502986),1*sqrt(1879502986)/75213,1879502986,True,75213:7469:32508,,67744/75213,3612/8357,-1133/16714,-2,0,True,8127/16936,585/928,1067/4644,7469/42705,8357/3612,True,True,True,False,True,THREE_DISTANCE_SEED
116,40680,25575,33488,15105,7192,42137,36737,26567,False,1*sqrt(279885889),1*sqrt(279885889)/40680,279885889,True,40680:7192:15105,110,1705/2712,4186/5085,3287/10170,-1,-2,True,33488/25575,232/825,15105/33488,15105/7192,5085/4186,True,True,True,False,True,THREE_DISTANCE_SEED
117,85709,74400,33660,11309,52049,81660,35509,90799,False,1*sqrt(2836991882),1*sqrt(2836991882)/85709,2836991882,True,85709:11309:33660,,74400/85709,33660/85709,-18389/171418,1,0,False,561/1240,1679/2400,11309/33660,11309/52049,85709/33660,True,True,True,False,True,THREE_DISTANCE_SEED
118,43700,7524,35343,36176,8357,36135,50575,11245,False,5*sqrt(55141697),5*sqrt(55141697)/43700,55141697,True,43700:7524:8357,67,99/575,35343/43700,13493/43700,2,0,False,357/76,8357/7524,304/297,36176/8357,43700/35343,True,True,True,False,True,THREE_DISTANCE_SEED
119,37635,1596,35360,36039,2275,35396,50489,2779,False,1*sqrt(1303985146),1*sqrt(1303985146)/37635,1303985146,True,37635:1596:2275,30,532/12545,544/579,509/1158,0,-1,True,8840/399,325/228,36039/35360,36039/2275,579/544,True,True,True,False,True,THREE_DISTANCE_SEED
120,45976,30888,37191,15088,8785,48345,40135,32113,False,1*sqrt(304823969),1*sqrt(304823969)/45976,304823969,True,45976:8785:15088,114,3861/5747,5313/6568,2029/6568,3,0,False,1127/936,8785/30888,656/1617,15088/8785,6568/5313,True,True,True,False,True,THREE_DISTANCE_SEED
121,40365,2740,37488,37625,2877,37588,53113,3973,False,7*sqrt(29059546),7*sqrt(29059546)/40365,29059546,True,40365:2740:2877,36,548/8073,12496/13455,11537/26910,-3,-2,True,9372/685,21/20,37625/37488,5375/411,13455/12496,True,True,True,False,True,THREE_DISTANCE_SEED
122,60255,42504,40480,17751,19775,58696,44201,46879,False,1*sqrt(706148626),1*sqrt(706148626)/60255,706148626,True,60255:17751:19775,,14168/20085,8096/12051,4141/24102,-1,-2,True,20/21,2825/6072,17751/40480,17751/19775,12051/8096,True,True,True,False,True,THREE_DISTANCE_SEED
123,44944,4365,42228,40579,2716,42453,58565,5141,False,371*sqrt(12017),371*sqrt(12017)/44944,12017,True,44944:2716:4365,46,4365/44944,10557/11236,4939/11236,2,0,False,4692/485,28/45,2387/2484,5797/388,11236/10557,True,True,True,False,True,THREE_DISTANCE_SEED
124,60255,40480,42504,19775,17751,58696,46879,44201,False,1*sqrt(706148626),1*sqrt(706148626)/60255,706148626,True,60255:17751:19775,122,8096/12051,14168/20085,8251/40170,-2,-1,True,21/20,17751/40480,2825/6072,19775/17751,20085/14168,True,True,True,False,True,THREE_DISTANCE_SEED
125,87419,24948,44880,62471,42539,51348,76921,49315,False,1*sqrt(5712192362),1*sqrt(5712192362)/87419,5712192362,True,87419:24948:42539,109,24948/87419,44880/87419,2341/174838,4,0,False,340/189,6077/3564,62471/44880,62471/42539,87419/44880,True,True,True,False,True,THREE_DISTANCE_SEED
126,57555,14868,47600,42687,9955,49868,63937,17893,False,1*sqrt(1921281994),1*sqrt(1921281994)/57555,1921281994,True,57555:9955:14868,90,1652/6395,9520/11511,7529/23022,0,-2,True,1700/531,9955/14868,2511/2800,42687/9955,11511/9520,True,True,True,False,True,THREE_DISTANCE_SEED
127,48741,3920,47940,44821,801,48100,65629,4001,False,1*sqrt(2009563642),1*sqrt(2009563642)/48741,2009563642,True,48741:801:3920,45,560/6963,15980/16247,15713/32494,-1,0,True,2397/196,801/3920,44821/47940,44821/801,16247/15980,True,True,True,False,True,THREE_DISTANCE_SEED
128,49500,6844,49383,42656,117,49855,65255,6845,False,5*sqrt(72781921),5*sqrt(72781921)/49500,72781921,True,49500:117:6844,60,1711/12375,5487/5500,2737/5500,-2,0,True,837/116,117/6844,1376/1593,42656/117,5500/5487,True,True,True,False,True,THREE_DISTANCE_SEED
129,58956,1157,51480,57799,7476,51493,77401,7565,False,119*sqrt(239857),119*sqrt(239857)/58956,239857,True,58956:1157:7476,26,1157/58956,4290/4913,3667/9826,-1,0,True,3960/89,84/13,57799/51480,8257/1068,4913/4290,True,True,True,False,True,THREE_DISTANCE_SEED
130,77500,15477,53064,62023,24436,55275,81625,28925,False,25*sqrt(7110353),25*sqrt(7110353)/77500,7110353,True,77500:15477:24436,91,15477/77500,13266/19375,7157/38750,1,0,False,24/7,24436/15477,62023/53064,62023/24436,19375/13266,True,True,True,False,True,THREE_DISTANCE_SEED
131,75213,32508,67744,42705,7469,75140,80081,33355,False,1*sqrt(1879502986),1*sqrt(1879502986)/75213,1879502986,True,75213:7469:32508,115,3612/8357,67744/75213,60275/150426,1,-2,True,16936/8127,1067/4644,585/928,42705/7469,75213/67744,True,True,True,False,True,THREE_DISTANCE_SEED
132,70448,2145,69696,68303,752,69729,97585,2273,False,1*sqrt(4665865313),1*sqrt(4665865313)/70448,4665865313,True,70448:752:2145,34,2145/70448,4356/4403,4309/8806,1,0,False,2112/65,752/2145,68303/69696,68303/752,4403/4356,True,True,True,False,True,THREE_DISTANCE_SEED
133,85709,33660,74400,52049,11309,81660,90799,35509,False,1*sqrt(2836991882),1*sqrt(2836991882)/85709,2836991882,True,85709:11309:33660,117,33660/85709,74400/85709,63091/171418,2,0,False,1240/561,11309/33660,1679/2400,52049/11309,85709/74400,True,True,True,False,True,THREE_DISTANCE_SEED
134,90168,2920,85239,87248,4929,85289,121975,5729,False,17*sqrt(26423905),17*sqrt(26423905)/90168,26423905,True,90168:2920:4929,37,365/11271,28413/30056,13385/30056,-1,0,True,85239/2920,4929/2920,304/297,87248/4929,30056/28413,True,True,True,False,True,THREE_DISTANCE_SEED
