category,A,D,B,C,defect_B,defect_C,score,B_in_S,C_in_S,one_sided,both_small,x,y,N,p,q,r,s,v3_x,v3_yc,mcc_live,love_relation_ok,four_distance_ok,point_in_unit,height,distance_to_D0,distance_to_A0,notes
mcc_live_score,40/9,-24/7,-7/9,3/5,130,34,4420,False,False,False,True,3/11,40/33,33,9,40,24,-7,1,-1,True,True,False,False,40,5245/609,185/72,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,91/60,0,-31/60,0,4561,1,4561,False,True,True,False,1,91/60,60,60,91,0,-31,0,-1,True,True,False,False,91,451/87,43/120,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,-5/12,45/28,-7/3,9,58,82,4756,False,False,False,True,-4/11,5/33,33,-12,5,45,28,0,-1,True,True,False,False,45,8713/2436,55/24,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,-12/5,28/45,9,-7/3,82,58,4756,False,False,False,True,5/33,-4/11,33,5,-12,28,45,-1,0,True,True,False,False,45,5953/1305,171/40,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,45/28,-5/12,-3/7,1/9,58,82,4756,False,False,False,True,28/33,15/11,33,28,45,5,-12,-1,0,True,True,False,False,45,1949/348,15/56,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,28/45,-12/5,1/9,-3/7,82,58,4756,False,False,False,True,15/11,28/33,33,45,28,-12,5,1,-1,True,True,False,False,45,3299/435,451/360,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,55/48,15/8,1/6,3/11,37,130,4810,False,False,False,True,16/21,55/63,63,48,55,15,8,-1,-2,True,True,False,True,55,2303/696,35/48,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,15/8,55/48,6,11/3,37,130,4810,False,False,False,True,8/63,5/21,63,8,15,55,48,-2,-1,True,True,False,True,55,5621/1392,0,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,8/15,48/55,11/3,6,130,37,4810,False,False,False,True,5/21,8/63,63,15,8,48,55,-1,-2,True,True,False,True,55,20629/4785,161/120,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,48/55,8/15,3/11,1/6,130,37,4810,False,False,False,True,55/63,16/21,63,55,48,8,15,-2,-1,True,True,False,True,55,2023/435,441/440,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,-589/300,0,889/300,0,5209,1,5209,False,True,True,False,1,-589/300,300,300,-589,0,889,0,-1,True,True,False,False,889,451/87,2303/600,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,65/72,0,7/72,0,5233,1,5233,False,True,True,False,1,65/72,72,72,65,0,7,0,-2,True,True,False,False,72,451/87,35/36,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,45/28,520/231,33/68,104/153,5713,1,5713,False,True,True,False,119/249,255/332,996,476,765,520,231,-1,0,True,True,False,True,520,6549/2233,15/56,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,520/231,45/28,68/33,153/104,5713,1,5713,False,True,True,False,77/332,130/249,996,231,520,765,476,0,-1,True,True,False,True,520,8713/2436,695/1848,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,231/520,28/45,153/104,68/33,1,5713,5713,True,False,True,False,130/249,77/332,996,520,231,476,765,-1,0,True,True,False,True,520,5953/1305,93/65,algebraic_but_failed:(1-x)^2+y^2
mcc_live_score,28/45,231/520,104/153,33/68,1,5713,5713,True,False,True,False,255/332,119/249,996,765,476,231,520,1,-1,True,True,False,True,520,214423/45240,451/360,algebraic_but_failed:(1-x)^2+y^2
mcc_live_score,11/60,0,49/60,0,6001,1,6001,False,True,True,False,1,11/60,60,60,11,0,49,0,-1,True,True,False,False,60,451/87,203/120,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,16/63,0,47/63,0,6178,1,6178,False,True,True,False,1,16/63,63,63,16,0,47,0,-2,True,True,False,False,63,451/87,817/504,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,-156/133,520/231,-33/19,10/3,58,109,6322,False,False,False,True,-133/387,52/129,387,-133,156,520,231,-2,-1,True,True,False,False,520,6549/2233,3243/1064,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,-133/156,231/520,10/3,-33/19,109,58,6322,False,False,False,True,52/129,-133/387,387,156,-133,231,520,-1,-2,True,True,False,False,520,214423/45240,851/312,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,231/520,-133/156,3/10,-19/33,109,58,6322,False,False,False,True,520/387,77/129,387,520,231,-133,156,-2,-1,True,True,False,False,520,9103/1508,93/65,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,520/231,-156/133,-19/33,3/10,58,109,6322,False,False,False,True,77/129,520/387,387,231,520,156,-133,-1,-2,True,True,False,False,520,73555/11571,695/1848,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,-8/15,156/133,-133/15,39/2,106,61,6466,False,False,False,True,-5/47,8/141,141,-15,8,156,133,0,-1,True,True,False,False,156,46411/11571,289/120,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,-15/8,133/156,39/2,-133/15,61,106,6466,False,False,False,True,8/141,-5/47,141,8,-15,133,156,-1,1,True,True,False,False,156,19595/4524,15/4,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,156/133,-8/15,-15/133,2/39,106,61,6466,False,False,False,True,133/141,52/47,141,133,156,8,-15,-1,1,True,True,False,False,156,829/145,747/1064,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,133/156,-15/8,2/39,-15/133,61,106,6466,False,False,False,True,52/47,133/141,141,156,133,-15,8,0,-1,True,True,False,False,156,4913/696,319/312,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,-165/52,40/9,-63/52,56/33,6673,1,6673,False,True,True,False,-13/57,55/76,228,-52,165,280,63,-1,0,True,True,False,False,165,193/261,525/104,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,-52/165,9/40,56/33,-63/52,1,6673,6673,True,False,True,False,55/76,-13/57,228,165,-52,63,280,0,-1,True,True,False,False,165,17257/3480,2891/1320,algebraic_but_failed:(1-x)^2+y^2
mcc_live_score,9/40,-52/165,33/56,-52/63,1,6673,6673,True,False,True,False,70/57,21/76,228,280,63,-52,165,-1,0,True,True,False,False,165,8771/1595,33/20,algebraic_but_failed:(1-x)^2+y^2
mcc_live_score,40/9,-165/52,-52/63,33/56,6673,1,6673,False,True,True,False,21/76,70/57,228,63,280,165,-52,1,-1,True,True,False,False,165,37807/4524,185/72,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,-28/45,0,73/45,0,7354,1,7354,False,True,True,False,1,-28/45,45,45,-28,0,73,0,-2,True,True,False,False,73,451/87,899/360,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,176/57,24/7,49/57,21/22,226,37,8362,False,False,False,True,19/75,176/225,225,57,176,168,49,-1,-2,True,True,False,True,176,1069/609,553/456,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,24/7,176/57,57/49,22/21,226,37,8362,False,False,False,True,49/225,56/75,225,49,168,176,57,-2,-1,True,True,False,True,176,1155/551,87/56,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,7/24,57/176,22/21,57/49,37,226,8362,False,False,False,True,56/75,49/225,225,168,49,57,176,-1,-2,True,True,False,True,176,74417/15312,19/12,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,57/176,7/24,21/22,49/57,37,226,8362,False,False,False,True,176/225,19/75,225,176,57,49,168,-2,-1,True,True,False,True,176,1135/232,273/176,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,-11/60,0,71/60,0,8641,1,8641,False,True,True,False,1,-11/60,60,60,-11,0,71,0,-1,True,True,False,False,71,451/87,247/120,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,-56/33,0,89/33,0,9010,1,9010,False,True,True,False,1,-56/33,33,33,-56,0,89,0,-1,True,True,False,False,89,451/87,943/264,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,112/15,0,-97/15,0,9634,1,9634,False,True,True,False,1,112/15,15,15,112,0,-97,0,-1,True,True,False,False,112,451/87,671/120,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,-16/63,0,79/63,0,10210,1,10210,False,True,True,False,1,-16/63,63,63,-16,0,79,0,-2,True,True,False,False,79,451/87,1073/504,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,140/51,0,-89/51,0,10522,1,10522,False,True,True,False,1,140/51,51,51,140,0,-89,0,-1,True,True,False,False,140,451/87,355/408,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,-43/924,0,967/924,0,10585,1,10585,False,True,True,False,1,-43/924,924,924,-43,0,967,0,-1,True,True,False,False,967,451/87,3551/1848,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,119/120,21/20,-1/6,-3/17,37,298,11026,False,False,False,True,40/33,119/99,99,120,119,-21,-20,-1,-2,True,True,False,False,120,7193/1740,53/60,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,20/21,120/119,-17/3,-6,298,37,11026,False,False,False,True,-7/33,-20/99,99,-21,-20,120,119,-1,-2,True,True,False,False,120,43229/10353,155/168,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,21/20,119/120,-6,-17/3,37,298,11026,False,False,False,True,-20/99,-7/33,99,-20,-21,119,120,-2,-1,True,True,False,False,120,4863/1160,33/40,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,120/119,20/21,-3/17,-1/6,298,37,11026,False,False,False,True,119/99,40/33,99,119,120,-20,-21,-2,-1,True,True,False,False,120,859/203,825/952,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,88/105,0,17/105,0,11314,1,11314,False,True,True,False,1,88/105,105,105,88,0,17,0,-1,True,True,False,False,105,451/87,871/840,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,-3/4,143/24,-6/17,143/51,13,922,11986,False,False,False,True,-68/75,17/25,75,-68,51,143,24,-1,2,True,True,False,False,143,539/696,21/8,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,-4/3,24/143,143/51,-6/17,922,13,11986,False,False,False,True,17/25,-68/75,75,51,-68,24,143,0,-1,True,True,False,False,143,62405/12441,77/24,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,143/24,-3/4,-17/6,51/143,13,922,11986,False,False,False,True,8/25,143/75,75,24,143,51,-68,0,-1,True,True,False,False,143,2065/348,49/12,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,24/143,-4/3,51/143,-17/6,922,13,11986,False,False,False,True,143/75,8/25,75,143,24,-68,51,-1,2,True,True,False,False,143,189/29,1953/1144,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,24/7,416/87,1479/2303,884/987,11986,1,11986,False,True,True,False,2303/9375,2632/3125,9375,2303,7896,7072,1479,-1,1,True,True,False,True,2303,35/87,87/56,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,416/87,24/7,2303/1479,987/884,11986,1,11986,False,True,True,False,493/3125,7072/9375,9375,1479,7072,7896,2303,0,-1,True,True,False,True,2303,1069/609,2023/696,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,87/416,7/24,987/884,2303/1479,1,11986,11986,True,False,True,False,7072/9375,493/3125,9375,7072,1479,2303,7896,-1,1,True,True,False,True,2303,1135/232,693/416,algebraic_but_failed:(1-x)^2+y^2
mcc_live_score,7/24,87/416,884/987,1479/2303,1,11986,11986,True,False,True,False,2632/3125,2303/9375,9375,7896,2303,1479,7072,0,-1,True,True,False,True,2303,180047/36192,19/12,algebraic_but_failed:(1-x)^2+y^2
mcc_live_score,13/84,0,71/84,0,12097,1,12097,False,True,True,False,1,13/84,84,84,13,0,71,0,-1,True,True,False,False,84,451/87,289/168,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,-55/48,0,103/48,0,12913,1,12913,False,True,True,False,1,-55/48,48,48,-55,0,103,0,-1,True,True,False,False,103,451/87,145/48,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,-21/20,77/36,-9/5,11/3,106,130,13780,False,False,False,True,-20/57,7/19,57,-20,21,77,36,-1,0,True,True,False,False,77,3179/1044,117/40,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,-20/21,36/77,11/3,-9/5,130,106,13780,False,False,False,True,7/19,-20/57,57,21,-20,36,77,0,-1,True,True,False,False,77,31595/6699,475/168,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,36/77,-20/21,3/11,-5/9,130,106,13780,False,False,False,True,77/57,12/19,57,77,36,-20,21,-1,0,True,True,False,False,77,3737/609,867/616,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,77/36,-21/20,-5/9,3/11,106,130,13780,False,False,False,True,12/19,77/57,57,36,77,21,-20,1,-1,True,True,False,False,77,10847/1740,19/72,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,-77/36,0,113/36,0,14065,1,14065,False,True,True,False,1,-77/36,36,36,-77,0,113,0,-2,True,True,False,False,113,451/87,289/72,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,-39/80,143/24,-3/10,11/3,109,130,14170,False,False,False,True,-80/63,13/21,63,-80,39,143,24,-2,-1,True,True,False,False,143,539/696,189/80,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,-80/39,24/143,11/3,-3/10,130,109,14170,False,False,False,True,13/21,-80/63,63,39,-80,24,143,-1,-2,True,True,False,False,143,62405/12441,1225/312,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,143/24,-39/80,-10/3,3/11,109,130,14170,False,False,False,True,8/21,143/63,63,24,143,39,-80,-1,-2,True,True,False,False,143,39473/6960,49/12,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,24/143,-80/39,3/11,-10/3,130,109,14170,False,False,False,True,143/63,8/21,63,143,24,-80,39,-2,-1,True,True,False,False,143,8183/1131,1953/1144,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,119/120,0,1/120,0,14401,1,14401,False,True,True,False,1,119/120,120,120,119,0,1,0,-1,True,True,False,False,120,451/87,53/60,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,65/72,15/8,-1/9,-3/13,82,178,14596,False,False,False,True,24/19,65/57,57,72,65,-15,-8,1,-1,True,True,False,False,72,2303/696,35/36,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,8/15,72/65,-13/3,-9,178,82,14596,False,False,False,True,-5/19,-8/57,57,-15,-8,72,65,0,-1,True,True,False,False,72,23051/5655,161/120,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,15/8,65/72,-9,-13/3,82,178,14596,False,False,False,True,-8/57,-5/19,57,-8,-15,65,72,-1,0,True,True,False,False,72,8939/2088,0,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,72/65,8/15,-3/13,-1/9,178,82,14596,False,False,False,True,65/57,24/19,57,65,72,-8,-15,-1,0,True,True,False,False,72,2023/435,399/520,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,143/24,0,-119/24,0,14737,1,14737,False,True,True,False,1,143/24,24,24,143,0,-119,0,-1,True,True,False,False,143,451/87,49/12,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,-3/4,-17/144,36/23,17/69,73,202,14746,False,False,False,True,92/75,-23/25,75,92,-69,-17,144,-1,0,True,True,False,False,144,22141/4176,21/8,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,-17/144,-3/4,23/36,69/17,73,202,14746,False,False,False,True,48/25,-17/75,75,144,-17,-69,92,1,-1,True,True,False,False,144,2065/348,287/144,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,-144/17,-4/3,69/17,23/36,202,73,14746,False,False,False,True,-17/75,48/25,75,-17,144,92,-69,-1,0,True,True,False,False,144,189/29,1407/136,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,-4/3,-144/17,17/69,36/23,202,73,14746,False,False,False,True,-23/25,92/75,75,-69,92,144,-17,0,-1,True,True,False,False,144,20195/1479,77/24,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,-80/39,0,119/39,0,15682,1,15682,False,True,True,False,1,-80/39,39,39,-80,0,119,0,-1,True,True,False,False,119,451/87,1225/312,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,336/377,80/39,-3/29,-5/21,34,466,15844,False,False,False,True,377/297,112/99,297,377,336,-80,-39,-3,-2,True,True,False,False,377,1181/377,2967/3016,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,39/80,377/336,-21/5,-29/3,466,34,15844,False,False,False,True,-80/297,-13/99,297,-80,-39,377,336,-3,-2,True,True,False,False,377,13193/3248,111/80,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,80/39,336/377,-29/3,-21/5,34,466,15844,False,False,False,True,-13/99,-80/297,297,-39,-80,336,377,-2,-3,True,True,False,False,377,4855/1131,55/312,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,377/336,39/80,-5/21,-3/29,466,34,15844,False,False,False,True,112/99,377/297,297,336,377,-39,-80,-2,-3,True,True,False,False,377,32687/6960,253/336,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
mcc_live_score,20/99,0,79/99,0,16042,1,16042,False,True,True,False,1,20/99,99,99,20,0,79,0,-2,True,True,False,False,99,451/87,1325/792,algebraic_but_failed:x^2+(1-y)^2
mcc_live_score,-152/345,12/5,-71/69,213/38,58,277,16066,False,False,False,True,-115/169,152/507,507,-345,152,852,355,0,-1,True,True,False,False,345,1211/435,6391/2760,algebraic_but_failed:(1-x)^2+y^2;x^2+(1-y)^2
