category,A,D,B,C,defect_B,defect_C,score,B_in_S,C_in_S,one_sided,both_small,x,y,N,p,q,r,s,v3_x,v3_yc,mcc_live,love_relation_ok,four_distance_ok,point_in_unit,height,distance_to_D0,distance_to_A0,notes
top_score,-60/91,-91/60,60/91,91/60,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,91,11659/1740,1845/728,degenerate_infinity
top_score,20/99,99/20,-20/99,-99/20,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,99,407/1740,1325/792,degenerate_infinity
top_score,99/20,20/99,-99/20,-20/99,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,99,14303/2871,123/40,degenerate_infinity
top_score,-99/20,-20/99,99/20,20/99,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,99,15463/2871,273/40,degenerate_infinity
top_score,-20/99,-99/20,20/99,99/20,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,99,17633/1740,1645/792,degenerate_infinity
top_score,88/105,105/88,-88/105,-105/88,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,105,30553/7656,871/840,degenerate_infinity
top_score,105/88,88/105,-105/88,-88/105,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,105,4411/1015,15/22,degenerate_infinity
top_score,-105/88,-88/105,105/88,88/105,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,105,18337/3045,135/44,degenerate_infinity
top_score,-88/105,-105/88,88/105,105/88,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,105,48823/7656,2279/840,degenerate_infinity
top_score,15/112,112/15,-15/112,-112/15,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,112,331/145,195/112,degenerate_infinity
top_score,112/15,15/112,-112/15,-15/112,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,112,49207/9744,671/120,degenerate_infinity
top_score,-112/15,-15/112,112/15,15/112,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,112,51817/9744,1121/120,degenerate_infinity
top_score,-15/112,-112/15,15/112,112/15,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,112,5503/435,225/112,degenerate_infinity
top_score,44/117,117/44,-44/117,-117/44,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,117,9665/3828,1403/936,degenerate_infinity
top_score,117/44,44/117,-117/44,-44/117,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,117,16313/3393,69/88,degenerate_infinity
top_score,-117/44,-44/117,117/44,44/117,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,117,18865/3393,399/88,degenerate_infinity
top_score,-44/117,-117/44,44/117,117/44,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,117,30023/3828,2107/936,degenerate_infinity
top_score,119/120,120/119,-119/120,-120/119,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,120,43229/10353,53/60,degenerate_infinity
top_score,120/119,119/120,-120/119,-119/120,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,120,4863/1160,825/952,degenerate_infinity
top_score,-120/119,-119/120,120/119,119/120,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,120,21491/3480,2745/952,degenerate_infinity
top_score,-119/120,-120/119,119/120,120/119,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,120,64109/10353,43/15,degenerate_infinity
top_score,85/132,132/85,-85/132,-132/85,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,132,26851/7395,325/264,degenerate_infinity
top_score,132/85,85/132,-132/85,-85/132,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,132,5793/1276,219/680,degenerate_infinity
top_score,-132/85,-85/132,132/85,85/132,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,132,22309/3828,2331/680,degenerate_infinity
top_score,-85/132,-132/85,85/132,132/85,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,132,49819/7395,665/264,degenerate_infinity
top_score,51/140,140/51,-51/140,-140/51,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,140,3607/1479,423/280,degenerate_infinity
top_score,140/51,51/140,-140/51,-51/140,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,140,58703/12180,355/408,degenerate_infinity
top_score,-140/51,-51/140,140/51,51/140,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,140,67577/12180,1885/408,degenerate_infinity
top_score,-51/140,-140/51,51/140,140/51,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,140,3909/493,627/280,degenerate_infinity
top_score,24/143,143/24,-24/143,-143/24,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,143,539/696,1953/1144,degenerate_infinity
top_score,143/24,24/143,-143/24,-24/143,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,143,62405/12441,49/12,degenerate_infinity
top_score,-143/24,-24/143,143/24,24/143,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,143,66581/12441,47/6,degenerate_infinity
top_score,-24/143,-143/24,24/143,143/24,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,143,2585/232,2337/1144,degenerate_infinity
top_score,17/144,144/17,-17/144,-144/17,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,144,4861/1479,253/144,degenerate_infinity
top_score,144/17,17/144,-144/17,-17/144,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,144,21155/4176,897/136,degenerate_infinity
top_score,-144/17,-17/144,144/17,17/144,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,144,22141/4176,1407/136,degenerate_infinity
